"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"regulation of Notch signaling pathway (GO:0008593)",NA,9330,22,8,69,0,0,0.0576760967662918,1,"","","","","","","",""
"interleukin-18-mediated signaling pathway (GO:0035655)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"histone exchange (GO:0043486)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"regulation of nitric-oxide synthase biosynthetic process (GO:0051769)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"protein ADP-ribosylation (GO:0006471)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"regulation of tissue remodeling (GO:0034103)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"embryonic camera-type eye development (GO:0031076)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"fluid transport (GO:0042044)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"cellular response to interleukin-18 (GO:0071351)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"axonemal dynein complex assembly (GO:0070286)",NA,9330,22,8,32,0,0,0.0271212963181692,1,"","","","","","","",""
"bleb assembly (GO:0032060)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"neurotransmitter receptor diffusion trapping (GO:0099628)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of protein metabolic process (GO:0051247)",NA,9330,22,8,95,0,0,0.0786415281328661,1,"","","","","","","",""
"epoxygenase P450 pathway (GO:0019373)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"nucleotide-excision repair, preincision complex assembly (GO:0006294)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"L-fucose metabolic process (GO:0042354)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of systemic arterial blood pressure by hormone (GO:0001990)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of B cell proliferation (GO:0030888)",NA,9330,22,8,42,0,0,0.0354636329427589,1,"","","","","","","",""
"glycolipid metabolic process (GO:0006664)",NA,9330,22,8,64,0,0,0.05359677851711,1,"","","","","","","",""
"cell-matrix adhesion (GO:0007160)",NA,9330,22,8,89,0,0,0.0738399309224563,1,"","","","","","","",""
"cardiac ventricle morphogenesis (GO:0003208)",NA,9330,22,8,42,0,0,0.0354636329427589,1,"","","","","","","",""
"positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"cellular response to growth hormone stimulus (GO:0071378)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"signal transduction involved in DNA damage checkpoint (GO:0072422)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"regulation of histone H3-K27 methylation (GO:0061085)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of isotype switching (GO:0045830)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"protein processing (GO:0016485)",NA,9330,22,8,100,0,0,0.0826262058789381,1,"","","","","","","",""
"mRNA transcription (GO:0009299)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"error-free translesion synthesis (GO:0070987)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"signal transduction by p53 class mediator (GO:0072331)",NA,9330,22,8,38,0,0,0.03213424019022,1,"","","","","","","",""
"positive regulation of protein autophosphorylation (GO:0031954)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"chromosome condensation (GO:0030261)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"negative regulation of calcium ion transmembrane transporter activity (GO:1901020)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"regulation of mRNA metabolic process (GO:1903311)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"mitotic cell cycle arrest (GO:0071850)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of secretion (GO:0051047)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of granulocyte chemotaxis (GO:0071622)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"ubiquinone biosynthetic process (GO:0006744)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"negative regulation of hemostasis (GO:1900047)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"cellular lipid catabolic process (GO:0044242)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"manganese ion transport (GO:0006828)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of sprouting angiogenesis (GO:1903670)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"generation of neurons (GO:0048699)",NA,9330,22,8,129,0,0,0.105441364347365,1,"","","","","","","",""
"negative regulation of phosphate metabolic process (GO:0045936)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"response to lipid (GO:0033993)",NA,9330,22,8,139,0,0,0.113192705001229,1,"","","","","","","",""
"regulation of plasma membrane bounded cell projection organization (GO:0120035)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"DNA recombinase assembly (GO:0000730)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of epidermal cell differentiation (GO:0045604)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"negative regulation of keratinocyte proliferation (GO:0010839)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of phagocytosis (GO:0050764)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"negative regulation of mitotic cell cycle phase transition (GO:1901991)",NA,9330,22,8,78,0,0,0.0649801111380132,1,"","","","","","","",""
"epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"establishment of melanosome localization (GO:0032401)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"arginine biosynthetic process (GO:0006526)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"AV node cell action potential (GO:0086016)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of dendritic spine development (GO:0060998)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"viral gene expression (GO:0019080)",NA,9330,22,8,109,0,0,0.0897606396931089,1,"","","","","","","",""
"negative regulation of cell-cell adhesion (GO:0022408)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"3'-UTR-mediated mRNA destabilization (GO:0061158)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of myosin-light-chain-phosphatase activity (GO:0035507)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"organophosphate ester transport (GO:0015748)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"histone-serine phosphorylation (GO:0035404)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of signal transduction (GO:0009966)",NA,9330,22,8,232,0,0,0.182512621041145,1,"","","","","","","",""
"regulation of protein acetylation (GO:1901983)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of feeding behavior (GO:0060259)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of production of molecular mediator of immune response (GO:0002702)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"apoptotic mitochondrial changes (GO:0008637)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"negative regulation of chromosome organization (GO:2001251)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of telomerase RNA localization to Cajal body (GO:1904872)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"positive regulation of lamellipodium morphogenesis (GO:2000394)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"catecholamine metabolic process (GO:0006584)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"DNA-dependent DNA replication (GO:0006261)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"positive regulation of dendritic spine development (GO:0060999)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"Notch receptor processing (GO:0007220)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"negative regulation of chondrocyte differentiation (GO:0032331)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"dolichyl diphosphate biosynthetic process (GO:0006489)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of protein localization to membrane (GO:1905476)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"intraciliary transport (GO:0042073)",NA,9330,22,8,45,0,0,0.0379540967987592,1,"","","","","","","",""
"negative regulation of cytoskeleton organization (GO:0051494)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"phosphatidylcholine metabolic process (GO:0046470)",NA,9330,22,8,70,0,0,0.0584901115839002,1,"","","","","","","",""
"regulation of sequestering of zinc ion (GO:0061088)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"epithelial to mesenchymal transition (GO:0001837)",NA,9330,22,8,36,0,0,0.0304657761134934,1,"","","","","","","",""
"ATP synthesis coupled proton transport (GO:0015986)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"canonical glycolysis (GO:0061621)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"cellular response to interferon-alpha (GO:0035457)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"nervous system development (GO:0007399)",NA,9330,22,8,454,0,0,0.329160700713642,1,"","","","","","","",""
"apoptotic DNA fragmentation (GO:0006309)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"mesenchymal cell differentiation (GO:0048762)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"mitochondrial genome maintenance (GO:0000002)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"reverse cholesterol transport (GO:0043691)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"peptidyl-arginine modification (GO:0018195)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of growth hormone secretion (GO:0060124)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of regulatory T cell differentiation (GO:0045589)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of macrophage cytokine production (GO:0010935)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"transcription-coupled nucleotide-excision repair (GO:0006283)",NA,9330,22,8,72,0,0,0.0601162955799488,1,"","","","","","","",""
"positive regulation of ubiquitin-protein transferase activity (GO:0051443)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"protein C-linked glycosylation via tryptophan (GO:0018317)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"cellular glucuronidation (GO:0052695)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"negative regulation of cellular protein metabolic process (GO:0032269)",NA,9330,22,8,88,0,0,0.0730375396995172,1,"","","","","","","",""
"dendritic cell differentiation (GO:0097028)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"response to misfolded protein (GO:0051788)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"epidermis development (GO:0008544)",NA,9330,22,8,80,0,0,0.0665964814549974,1,"","","","","","","",""
"positive regulation of leukocyte migration (GO:0002687)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"mRNA polyadenylation (GO:0006378)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"response to granulocyte macrophage colony-stimulating factor (GO:0097012)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"glucose transmembrane transport (GO:1904659)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"integrin activation (GO:0033622)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"mononuclear cell differentiation (GO:1903131)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"intracellular protein transmembrane transport (GO:0065002)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of cardiac muscle cell proliferation (GO:0060045)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of steroid metabolic process (GO:0045940)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"acylglycerol homeostasis (GO:0055090)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"negative regulation of transforming growth factor beta production (GO:0071635)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"atrial cardiac muscle cell action potential (GO:0086014)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of neural precursor cell proliferation (GO:2000179)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)",NA,9330,22,8,290,0,0,0.223301511347329,1,"","","","","","","",""
"positive regulation of protein maturation (GO:1903319)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of lymphocyte apoptotic process (GO:0070228)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"nuclear pore organization (GO:0006999)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"hydrogen ion transmembrane transport (GO:1902600)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"cellular response to forskolin (GO:1904322)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of cell adhesion mediated by integrin (GO:0033630)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"dendrite morphogenesis (GO:0048813)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"regulation of oligodendrocyte differentiation (GO:0048713)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"superoxide anion generation (GO:0042554)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of actin filament bundle assembly (GO:0032232)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"ATF6-mediated unfolded protein response (GO:0036500)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"tRNA transcription from RNA polymerase III promoter (GO:0042797)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of voltage-gated potassium channel activity (GO:1903818)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of cellular process (GO:0048523)",NA,9330,22,8,533,0,0,0.375482555724645,1,"","","","","","","",""
"transforming growth factor beta receptor signaling pathway (GO:0007179)",NA,9330,22,8,75,0,0,0.062550963454202,1,"","","","","","","",""
"protein monoubiquitination (GO:0006513)",NA,9330,22,8,36,0,0,0.0304657761134934,1,"","","","","","","",""
"negative regulation of protein homooligomerization (GO:0032463)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
