Gene	RNA	Protein
AKT2	6.489699928	3.927472933
LCA5	5.498523282	3.926394336
SDCBP2	4.72420573	3.925713833
DNAJC11	5.275916232	3.924295102
HTATIP2	5.39868351	3.924215238
SH3BP1	4.597112349	3.92360282
QTRT1	3.613791099	3.922872582
FAF1	5.440730753	3.92028185
ACAD8	4.633290104	3.919915935
MSH3	5.126572869	3.912202315
SPTLC2	6.468854415	3.907684436
APOOL	4.453212596	3.906559318
COMMD2	4.641848755	3.906177734
STYXL1	5.111878261	3.905413479
TIMM10	3.301089483	3.903524702
TPMT	4.064940306	3.902970828
REL	5.434617939	3.899875162
AK4	3.18274799	3.896655469
CFAP97	5.120690132	3.894312101
METTL26	3.667475541	3.89288668
POLR1D	6.071332627	3.889947854
SMAD4	5.779941771	3.889339918
COG5	5.683193173	3.888548545
ARRDC1	5.534639779	3.888112208
RPRD2	5.888167495	3.887159071
PDPR	5.570986927	3.885906878
PKP4	6.595433126	3.884057209
TAP2	5.693104144	3.876650216
ROCK2	5.583966356	3.876640981
PNPLA6	5.197995034	3.876550448
PARVA	6.326082512	3.876426093
POC5	3.10583768	3.875858557
IBA57	2.905028159	3.875852112
THTPA	3.330467295	3.873337465
VPS45	4.981963176	3.870378605
ERBIN	7.008596325	3.869883474
CNOT9	5.610305388	3.864979043
MRTO4	4.17164212	3.864168546
SCYL1	5.654210141	3.863762739
TBRG4	4.86257936	3.863211238
SLC25A22	3.631020092	3.861838437
INTS4	3.971309915	3.860731971
PCIF1	4.45390136	3.859598258
NAT14	4.068074102	3.858501248
LIG3	4.793711565	3.8582532
XAB2	4.8741387	3.856837557
LIMK2	7.57230841	3.856396738
YY1	6.340625435	3.854533782
GSK3A	5.38714341	3.850145793
NEBL	6.615263919	3.848507658
PSME4	6.682129039	3.846828622
TRIP4	4.767372022	3.846015258
VPS33B	3.317447875	3.843251396
GALK2	4.423852599	3.842401803
VIPAS39	4.060318362	3.840431724
AIDA	4.082239601	3.840096
TUT7	6.087148529	3.839300578
ABCF3	5.387490838	3.83751327
SAMD15	4.6320152	3.837289145
CCNK	5.14187405	3.833960075
PGP	3.606740664	3.83187842
CCDC33	5.852798459	3.82572622
ADA	1.847601648	3.823438972
CUL4B	5.912901853	3.822374554
SUPT6H	6.705501021	3.821728548
PPP2R1B	4.833484005	3.820528095
FAT2	7.71102892	3.819655028
PBXIP1	6.370553574	3.818309458
RHOT1	4.603644506	3.817806368
TIMM23	5.232104198	3.814113223
AP3M1	5.395168299	3.811308472
MBNL2	5.398622109	3.810567622
NIPSNAP3A	4.567935087	3.807020858
CHAMP1	3.83454088	3.806767292
TNFAIP8L1	6.475757954	3.80604315
MRPS30	3.888682651	3.805301184
CTNNBIP1	5.328670472	3.804890208
PTP4A2	6.998306578	3.801151578
TCTEX1D2	4.979596613	3.798048499
PSMG1	3.497641079	3.797071441
IDNK	2.778688952	3.794791634
NOP2	4.956649211	3.793723817
HYDIN	6.064069581	3.792689551
ABCB7	4.147630449	3.790457778
GOLGA1	5.007016333	3.787080195
BAZ1B	6.449109219	3.786898535
COL18A1	5.109965285	3.786337258
GOLPH3L	6.025161134	3.781315639
MTM1	4.514045303	3.780322834
AKT1S1	5.302443303	3.778165567
DRC7	5.209879228	3.777432801
TRAF2	3.941553877	3.773697716
ZMYND8	6.324830301	3.771599562
COG3	5.307864888	3.763520197
RPS6KA5	3.739762824	3.758330914
SEPHS2	5.629094355	3.755735353
ZBTB7A	6.361425348	3.755732127
CPM	3.208748902	3.749492692
STX3	5.330552427	3.748884595
COPS9	3.90975215	3.741696598
HS1BP3	3.812084464	3.735016381
MRPS18C	3.637954928	3.733437063
POLD1	3.417898752	3.732265218
ASH2L	5.121354973	3.716405263
CFAP61	4.234998945	3.716009247
THADA	5.57619529	3.715618064
COBLL1	4.824389034	3.693469699
CUX1	6.796461969	3.692381544
CLCC1	4.132620542	3.691743285
CCDC50	5.073370147	3.689522035
DNASE1L1	4.391410284	3.681261292
FERMT1	5.123118369	3.678127553
BCS1L	3.654376775	3.674597265
TTC9	6.794370644	3.673608386
IFI35	4.481126219	3.670902934
NEMF	5.959970979	3.66566649
C19orf25	4.034452307	3.651441215
RDH13	4.240575031	3.646366338
SORBS3	5.412494618	3.64418922
ARHGEF2	4.967623284	3.643213342
CASZ1	6.142640972	3.638260191
CEMIP2	5.798197193	3.602588207
ORC2	4.384017648	3.596823794
VEZF1	6.447093293	3.585541075
ATP7B	5.647325013	3.569564212
PARP9	6.84285029	3.548917761
CMTR1	5.41066686	3.534800881
PHF21A	4.960666941	3.468684152
DTNB	3.629582173	3.411300289
EXPH5	5.638470594	3.306446425
PRAG1	4.253752305	3.259353005
MED1	5.992857211	3.211824268
CHD1	6.0529705	3.208125421
CXCL5	2.29605858	2.564954078
IDO1	4.544035377	2.546433585
TARBP1	5.121321622	2.398504882
AFTPH	6.013050052	2.291805955
PRSS22	5.204447071	2.283152732
IFIT2	6.755142433	2.261665998
TEP1	5.294447199	2.255528194
ANXA10	0.352934159	2.249062506
MAP2	3.555549196	2.246376271
TAPBP	6.670673429	2.238126602
MKI67	3.823444506	2.227151155
FBLIM1	4.826728378	2.225214448
BPIFB2	-0.488174891	2.216482519
SNRPF	4.24448853	2.214752807
SLC31A1	6.227501979	2.210864635
TMEM181	6.060744353	2.197517068
PYGO2	4.934381569	2.183894713
KATNAL2	4.299584301	2.18261969
CLEC16A	5.249970606	2.179687985
RAC2	3.280567888	2.173470675
CCN1	6.198400091	2.165746267
CA2	0.189624505	2.160615818
CFD	1.896889185	2.159568493
CEL	1.988093338	2.1550405
CEP164	4.928068555	2.150435038
CD47	6.346184479	2.149750814
VNN2	3.703658627	2.149316715
BNIP3L	6.128437856	2.148854968
MX2	5.996741021	2.145014079
SLC2A1	7.414951574	2.14469129
AMY1A	1.451597113	2.144574497
OAS1	6.579627733	2.142171104
GNS	6.669543897	2.129758212
TCTEX1D4	3.324130283	2.120964345
CCDC69	6.538886431	2.119221588
SRSF10	6.474754847	2.118700757
MPDU1	5.645254588	2.115131442
SDR16C5	4.677581703	2.11399466
GDF15	6.081643355	2.113466496
RPS27L	4.917054895	2.111987386
GALNT5	6.467303233	2.110372138
CSF3	-0.036172116	2.109783368
PPCS	5.364147022	2.109247085
SFI1	4.533403068	2.104015581
DSC2	4.896301632	2.102219858
BST2	5.931322778	2.098225343
MRC2	5.448332609	2.093769532
PSMB7	5.950214285	2.093399515
CASP4	6.360330295	2.093199764
CD14	1.296719799	2.089075443
VTI1B	5.890680116	2.088391548
PRSS23	8.125566584	2.08695812
PLOD1	5.120638112	2.084367467
SF3B6	5.602145031	2.084212721
DOHH	2.894788682	2.084034495
UBE2V2	5.48808976	2.083925869
TIMP1	5.141218811	2.083256255
SCOC	5.439196304	2.082244196
C5orf49	6.081940302	2.081722808
BST1	1.289516726	2.081095484
F8	2.041172161	2.07859899
MYO5A	5.031130711	2.077032391
LTF	1.672412434	2.076294782
DDX58	6.077934873	2.074416338
DDX24	6.922650316	2.07427247
NDUFB11	4.987864742	2.072410862
AHR	7.489579436	2.071494268
OSTC	5.170922835	2.070350934
AHCTF1	5.538853448	2.069266593
ELOVL1	5.613096643	2.067561495
FUT6	4.726153213	2.0674805
GPRC5B	5.003714638	2.065646885
STS	5.401480428	2.061345183
TMX1	5.261631344	2.060562243
NFS1	4.2345605	2.060207148
FSD1L	4.168131608	2.059947307
LTBP1	4.860685821	2.05934832
SH3BGRL2	5.666741011	2.059193216
SSBP1	5.526098794	2.057413485
ARFGEF3	6.305883897	2.057156892
YKT6	5.672877774	2.056164428
SORBS2	6.035313207	2.055193184
GALNT2	6.91831724	2.053776228
RAI14	6.602930754	2.053653928
PMS2	3.6622048	2.051937788
EIF2B2	4.484899316	2.051095753
TMCO1	6.254125716	2.050404895
FKBP11	2.623184379	2.050036778
SERPINB9	2.851657904	2.049825877
TRA2A	6.258687776	2.048027569
EIPR1	4.777488783	2.047672995
HSPA14	4.904927803	2.046917094
SLC26A4	0.887381761	2.04516974
ARPIN	4.969009508	2.044905248
TPP1	5.746483318	2.044640123
TINAGL1	4.984723378	2.043782986
NUBPL	3.599975695	2.0434291
NQO2	3.354482423	2.039906425
PLOD3	3.894713123	2.03935102
CFAP206	5.550212451	2.039301129
MAN1B1	5.7318623	2.038904686
MCM3AP	6.152535116	2.037599602
AQR	5.952543352	2.037563065
MAP7D1	5.758371333	2.037447479
TDP2	5.478283485	2.036908062
OTUD7B	5.391007749	2.036814343
SMPDL3B	1.801915214	2.036498201
MRPL3	5.497097302	2.036331448
RUFY3	5.546252519	2.036024683
RNF126	4.343855009	2.036022292
PPIC	5.12316081	2.035936197
NADK2	3.924456869	2.035669114
MGAT1	6.323137714	2.035099268
DNAH6	6.365571354	2.033297261
GATD1	5.060910543	2.033128078
ACOT13	4.626050441	2.033123171
KCTD12	5.116812683	2.031943962
ANO6	6.145303974	2.031444335
CDH6	3.072839476	2.03115122
MRPL24	4.226443464	2.030168959
UCK2	4.534214443	2.029480098
GPT	1.223633824	2.028435521
EXOSC7	4.060742423	2.027982798
HDAC6	5.560623501	2.026534048
SMARCA4	7.048955264	2.025515122
USP15	5.70271118	2.024903738
PBRM1	6.45305632	2.024828399
RPL36	7.410820921	2.024375292
ENPP3	3.38333236	2.024171986
RELA	5.734614037	2.022629132
ZNF24	6.674636592	2.020163613
MRPL2	3.828209732	2.020144306
SYTL2	7.18420067	2.019677164
COMMD8	3.741359091	2.019351213
MPC2	5.282991613	2.018155758
PLGRKT	3.177782139	2.017978699
WDR11	6.12156728	2.017613855
IRF3	5.324122384	2.017070711
TTC1	5.168715516	2.016032215
SNRPG	3.48901867	2.015521522
TLR2	5.08942495	2.015379085
THNSL1	3.265162304	2.015226373
KRTCAP3	3.766219375	2.015222048
ELOB	6.346001274	2.014687325
RAB38	4.445846557	2.014446582
MRPS7	5.146828671	2.014131087
UBL5	5.809901046	2.013541312
ECI1	4.506793228	2.012988112
RHPN2	5.550327756	2.011569835
SNAPIN	4.465582085	2.01147891
INTS9	3.688246885	2.01139388
CCDC65	5.526521724	2.011263972
DHCR7	5.502119875	2.011124936
DLG5	7.274861536	2.011041132
LPCAT4	5.902589397	2.010449712
BICDL2	5.902370443	2.010019935
TTC9C	3.333830244	2.009596071
PPWD1	4.734264095	2.009492888
CFAP161	4.725116216	2.009159924
CCDC74A	5.841578499	2.00858898
PARP14	7.502021245	2.007651413
KIFAP3	5.077709777	2.007642152
CFAP126	6.01996671	2.007277255
THAP4	4.931591455	2.007111418
CCDC189	4.695072956	2.006866083
SYNPO	6.037120606	2.006537605
RAB13	5.424378315	2.006145585
SIL1	4.676837575	2.005525845
TMEM30B	5.76853515	2.00510812
NAPG	4.695369201	2.005008581
CADM1	0.560388013	2.004006646
TRADD	4.724876258	2.002789358
PSMA3	5.695847835	2.00260052
NT5E	3.764496287	2.000435939
EXOSC2	3.509878923	1.999043596
DHCR24	9.272469991	1.998270295
SRM	3.877659654	1.997587942
UBE2M	4.322395068	1.997200252
DTD1	3.803744991	1.996693711
FAP	2.089157996	1.995635805
FRK	5.884456082	1.995211875
PFDN4	3.007578621	1.994486065
GON7	4.953178863	1.994312137
THOC6	3.428174472	1.993575143
MRPL46	3.727567581	1.993287403
HEBP1	3.551966788	1.991462993
PAPSS2	3.257387803	1.990615025
FAM161A	3.77560495	1.990380829
SCYL2	6.029563983	1.990229239
SCLT1	3.634866009	1.989437252
DZANK1	3.912727319	1.989411785
NUP54	4.778590741	1.988474575
SLC30A1	5.103384196	1.988084945
POLR2D	4.569763587	1.987594125
BLMH	4.519101914	1.987399782
FAM98C	3.682308356	1.987370138
MAP1B	4.330359666	1.987145698
TBC1D9B	6.834608305	1.986563005
CFL2	3.247726598	1.986250856
FAAH	4.126738169	1.98577816
SP3	6.437270084	1.985114497
CLYBL	1.408596347	1.984126766
ANKRD42	5.69417407	1.983958738
COMMD9	4.301315593	1.983872716
WDR18	4.176580492	1.983218688
MRPL27	4.479711333	1.982989538
USP16	5.684547134	1.982599475
SLC9A3	5.356453695	1.981596809
PROM2	6.833842108	1.981152828
RPL34	7.337593293	1.981092058
NTN4	5.923644854	1.980454915
CSRP2	2.83547106	1.980381922
MCM6	3.242959841	1.980338498
RRS1	3.511100338	1.980105296
CBFB	5.077621073	1.979839878
ZNF512	4.786115918	1.979609598
OTUD6B	3.433916869	1.978895882
CLN5	5.003508468	1.9783646
QRICH1	6.096734568	1.978020418
AKT1	6.836546644	1.977274052
NUDT9	4.806585911	1.977070917
MOB2	4.417514174	1.976944787
FGGY	3.742957408	1.976836852
SERPING1	3.202025003	1.976816475
GJB2	5.715157298	1.976777748
CPSF2	6.036532531	1.976086558
TRMT5	4.031477437	1.975992158
PROS1	5.228764995	1.975938765
TAB1	4.700220383	1.975852461
GIT2	4.924449292	1.975706413
C8orf82	2.931911429	1.975285712
ZNF618	3.382494896	1.975198898
GGACT	1.118824444	1.974337428
CENPF	4.604222789	1.97410796
TBCEL	4.38525153	1.973903125
WDR26	6.72714542	1.973658082
DMXL1	5.552375823	1.972900689
MTHFD1L	4.270508698	1.972854235
LRWD1	5.550480038	1.971391619
PVR	4.548003818	1.971089473
RBM27	5.49597401	1.970519374
SIRT2	5.23533547	1.970121802
NCBP2	5.741928342	1.969546697
KIAA1671	7.365488585	1.969466162
COQ6	3.855644129	1.968578589
MRPL39	4.129102611	1.96819822
ATP6V0A4	3.731592674	1.968077019
EMC8	3.800737858	1.967785598
CCDC187	4.858479571	1.966969084
TTC8	4.298658368	1.966915624
RNF20	5.784384408	1.966303455
TRIM38	5.474260888	1.965944416
HCCS	4.72310116	1.965840978
UBLCP1	4.94996419	1.965143627
HMGCS2	1.418239035	1.964394012
DBR1	3.226901212	1.964391733
DIP2A	5.673216697	1.963510718
TCTN2	4.923855216	1.963404984
LUC7L	5.294281796	1.963022584
QPCT	1.930425941	1.962084053
ZFAND1	4.622486589	1.961444565
TMEM132A	6.095718666	1.961118738
MRPL38	4.749983743	1.96098955
TTC22	4.41430063	1.960791953
RASA1	5.783148359	1.960556259
ANKMY2	4.735288381	1.960353161
CCDC80	7.037165076	1.960194675
VPS35L	5.208052579	1.959919746
CD38	4.555289444	1.959910254
VPS37A	4.611536769	1.959608445
PRRC2A	7.456392695	1.959198382
CFP	0.881056047	1.95897603
TMEM237	4.723464944	1.958837133
DNAH12	6.913210061	1.958700461
SMAP1	4.885693653	1.958568425
USP40	5.818580508	1.958058009
NTMT1	3.509439541	1.957523415
CLSTN1	8.384050305	1.957404535
RRM2B	5.491504277	1.956952115
SNTB1	3.878963948	1.956598138
PDHX	4.598460992	1.956573685
ATP6V1C2	4.360499402	1.956265103
ACAD10	4.263954732	1.955780912
TBL2	4.538017472	1.955704527
FIBP	4.739905841	1.955054362
CHKB	4.996954119	1.95488067
SDF2	4.695713535	1.954731575
TBL3	4.51447523	1.954130682
CHCHD5	3.449191803	1.954120682
ADAM17	5.293977198	1.953415859
LIMD1	5.176741161	1.952132733
RELL1	3.319227591	1.951890645
TMEM256	3.542576022	1.951635245
OAS3	7.073911215	1.951502205
GIPC2	1.388821857	1.951474041
SERINC1	6.732907399	1.951194577
RBPMS	4.86144094	1.951184308
TBCC	4.063134091	1.951068717
ARMH3	4.764010558	1.951043014
HGH1	3.370945569	1.950855199
TRAPPC11	5.364499746	1.950654168
NBN	5.747564576	1.95040366
SRGAP3	5.894613924	1.950336417
FARP2	4.432887763	1.950274311
POP1	2.738495672	1.948584161
TSPAN15	5.730681729	1.947790234
TBCE	3.487236339	1.947464163
BCL10	4.706817161	1.946993252
LUZP1	6.129350458	1.945037822
MRM3	3.087707731	1.945016111
CCP110	5.818304146	1.944896627
YTHDF1	5.430993713	1.944869453
KLC3	2.545699169	1.944733486
FAM98A	5.015241745	1.944529222
PARD3	6.59889183	1.944313657
ARFGAP1	5.360764497	1.94418521
HK2	5.329461368	1.943515981
CNOT2	5.865327478	1.943510478
PIGG	5.787245439	1.943375589
VPS26C	4.633297826	1.943312218
SDR39U1	4.115184582	1.942975465
HSD17B8	3.047580215	1.942498955
BRD3	5.137569561	1.942156937
TRUB1	4.549836808	1.942073358
WDR63	5.782368689	1.941947871
PTDSS1	5.710191157	1.941788717
HDDC3	2.781775982	1.941357576
PLCB4	5.26406897	1.941357576
ARL6IP4	6.000877259	1.941298655
PRUNE1	4.265048146	1.940851514
MCRIP1	4.249435363	1.94084306
FEM1B	6.266630322	1.940797961
TUBGCP3	3.832378658	1.940371437
EXOSC6	4.01346418	1.939710058
PRPF4	4.552641808	1.939584718
STOML3	5.361833304	1.939365034
USP47	6.443611529	1.938915753
TMX4	5.311885272	1.938476162
LOXL2	1.247931975	1.93841857
MRPS9	4.444091965	1.937820732
AAMDC	2.963826624	1.937623636
HARS2	4.864917607	1.937536571
MINPP1	4.154520733	1.937466869
NCK2	5.93892164	1.936828812
LGALS9	5.409557898	1.936805435
CBY1	5.567826756	1.936711875
TNFSF10	7.508651251	1.936477629
ITM2B	8.462477342	1.93628694
TOR1B	5.02957292	1.936281068
GADD45GIP1	4.879240318	1.935624322
RPP40	2.561843451	1.934561798
PLEKHA1	5.343648174	1.934457372
HACL1	4.061721654	1.934065645
PAIP2	5.706820186	1.932739708
LARP4B	6.197175782	1.932679061
COMTD1	2.500059796	1.932317518
NAAA	4.240382994	1.932299258
TAGLN3	1.324788898	1.931225772
ASAP2	5.644087746	1.930618693
OGA	6.847432067	1.930615603
EXOSC3	3.589556543	1.930349532
ACAD11	4.48858387	1.93008903
FPGT	3.972057411	1.929992738
SEPSECS	3.940262392	1.929734512
ZZEF1	5.98347406	1.929525625
IFIT5	4.950173482	1.92945695
KRI1	4.739184949	1.92945695
ZFP91	6.605598669	1.928720706
SLC6A6	7.320912615	1.927900407
ARHGAP5	6.88521246	1.927735617
HAUS8	2.019883057	1.927570582
WASL	5.942245446	1.927446644
UBE2H	7.571471977	1.927239774
NFIB	5.168249852	1.927093139
RB1	5.434257668	1.926965474
ZDHHC13	5.686052925	1.926866432
TMEM126A	2.82433613	1.926652071
CWF19L1	3.826793345	1.926122395
IKBIP	2.914193551	1.925816279
AACS	5.385015087	1.925506081
GOLGA3	6.323048362	1.925246918
SDF2L1	2.550042897	1.923715282
CDS2	5.435877331	1.922883499
CFAP74	4.896064621	1.922415362
CLGN	2.804378192	1.922252212
INTS3	6.282865005	1.922165546
GPR89B	3.953904938	1.92177136
BLOC1S1	4.742886878	1.920864108
SMYD5	3.504212506	1.920214408
LMAN2L	4.210271376	1.92020762
D2HGDH	4.579300763	1.919969786
MMP24OS	5.079894788	1.919860892
COG1	5.084634515	1.919687122
CYP4X1	5.350393548	1.919588189
PPP1R21	4.255400784	1.919301128
DNAAF4	4.863352046	1.919222398
NPHP1	5.611260417	1.919105912
LAMTOR2	4.594032818	1.919009891
PPP2CB	6.351738736	1.918900051
BCAT1	2.734386118	1.918735085
LPXN	2.451271835	1.918604315
ANKZF1	5.628338769	1.918476836
BBS9	4.49348397	1.917594266
LMBRD1	5.511894583	1.917420388
NAV1	4.996356354	1.91692508
REEP4	4.256161939	1.916241282
KEAP1	5.790387184	1.916202583
TMEM67	5.408531596	1.915952473
MPHOSPH10	5.076267193	1.915839563
FSIP1	1.958270078	1.915836033
RBM5	7.198893476	1.915761871
EEF1AKNMT	4.793260745	1.915758338
MET	6.810287114	1.915305213
TTC4	4.210993838	1.913948995
RTF2	5.559084318	1.913574912
STX8	3.968850863	1.913127236
GTF2E1	3.28800245	1.912986061
MISP3	2.366332936	1.912862838
EPB41L4B	6.056161864	1.912724956
RHOB	5.46249379	1.912641418
CCNY	5.814111739	1.912299347
MTFR1L	4.983345409	1.912040273
DHX8	5.840701582	1.911901365
DHX16	5.398857627	1.911809884
IKBKB	5.628174103	1.911736644
ZC3H7B	6.444996979	1.910728362
DPF2	5.16878846	1.910595203
EXD2	5.083241213	1.910172477
PLEKHF2	5.281396899	1.909464335
DDX41	5.355014737	1.909157315
PRKD2	5.472198119	1.909157315
PPFIBP2	4.304604573	1.908965935
LOXL4	5.804864772	1.908913341
ARIH1	6.365573821	1.908717774
INSR	6.102127677	1.908159268
ATP13A4	5.183863602	1.908064647
PDK3	4.054229368	1.907578922
PICK1	4.763167087	1.907510446
TRIAP1	4.236855215	1.907415271
BAK1	4.613379838	1.907361937
TIA1	6.645374419	1.906731419
XRN1	5.859973851	1.906074172
DOCK9	6.690435306	1.905834906
BCR	6.450187081	1.905602867
GORASP1	5.826040065	1.905579636
DTNA	3.183889286	1.905475038
ITGB8	6.583265957	1.905304371
GEMIN5	4.091577036	1.905292725
ABCB10	4.119845021	1.905090667
IL33	4.937362273	1.904587813
INIP	4.324307264	1.904521375
ARHGAP35	6.64342118	1.904458809
LRRC8A	7.219958002	1.904310073
EXOSC8	3.580282516	1.904200351
ACACA	6.779986097	1.903976651
MRPS23	4.559558317	1.903937358
TBC1D2	5.858777705	1.903823333
MIEN1	4.875104143	1.903646165
RPF2	4.220301579	1.903610697
IKBKG	4.023929324	1.90267261
SENP8	2.294524624	1.902038787
POLR2L	5.308614578	1.901766609
AKAP17A	5.246386072	1.901332949
TOMM6	5.624174111	1.901139667
NUDT15	4.315541428	1.900962195
GBP2	3.913180843	1.900727819
SPAST	4.277494998	1.900440237
ELAC2	5.441578348	1.899842439
KIF19	5.590327309	1.899470754
RBM26	5.626075659	1.899466662
RMDN2	2.421734171	1.899413461
RABAC1	4.383234757	1.899069081
B4GALT1	7.144228014	1.898698912
RHBDF2	4.726708895	1.898529868
SLC39A11	4.709762752	1.898294429
SPAG8	5.113676482	1.898033625
CMPK2	4.770138441	1.897813742
CCDC28A	4.429842338	1.897097143
SLC25A46	5.231733975	1.896741295
TMPRSS4	7.886590739	1.89668677
CEP128	3.275207291	1.896661595
SFXN2	2.921889649	1.896106312
RRP1B	4.854219604	1.895645679
ZFYVE16	5.80242824	1.89535734
ITGA3	7.698723498	1.895280889
LNPK	4.448446001	1.894880789
GATAD2B	4.726030864	1.894744255
AAMP	6.149094132	1.894603278
STX6	5.55312303	1.894252195
NCCRP1	2.811087377	1.894136351
HEXIM1	5.851363216	1.893278786
OSBPL6	4.643345557	1.890926611
SRPK1	5.94667255	1.890895675
ELOA	5.593698047	1.890833778
NUDCD1	3.919361356	1.890824933
SNTB2	4.635860531	1.890483855
TMPRSS2	6.007565707	1.889481149
GMEB1	3.679138318	1.889454285
SPINK5	6.134241476	1.889427416
WDR47	5.024097537	1.889261575
ZC3HAV1L	2.460866895	1.888897651
FCHO2	4.857234643	1.888731016
DCAKD	4.30714236	1.888699462
WDR36	5.036899398	1.888555103
STX11	2.267933245	1.888509952
ARGLU1	7.206372383	1.888433153
ACYP1	2.753139336	1.888356301
GAS2L2	5.295583584	1.888102765
CYBRD1	5.019327729	1.888052895
MMP9	3.571741305	1.887848647
ACP6	3.97817321	1.887844104
ASCC2	5.877621149	1.887439022
RNF31	5.073449852	1.887288446
CBR3	1.12366765	1.887233641
COG2	4.862900673	1.887059911
FAM3B	3.080123641	1.886853826
PCNT	5.454545788	1.886670318
KATNB1	5.125075755	1.886320815
TCTN3	5.185155956	1.886081045
MTIF3	5.268832145	1.885877757
CASP6	3.543528033	1.885863883
PPM1F	4.223538925	1.885483985
C5orf22	4.362491802	1.885386484
DTX2	5.959757418	1.885219141
TRIM32	4.554835137	1.885191225
ATP2C1	6.971530442	1.885028247
UQCC1	4.823049714	1.884743626
IRAK3	5.704714854	1.884589345
MRPL32	4.595930843	1.88437393
IPO8	5.639493782	1.884195662
POGZ	6.193884044	1.884144005
SMCHD1	6.072030958	1.884031214
RP2	4.110980025	1.883908895
MYH11	0.08580957	1.883659133
QRSL1	4.161886975	1.883560015
ARRB1	4.544104822	1.883380434
ERCC4	4.209089022	1.883366244
CRTC1	4.405535773	1.883262129
ZFYVE19	4.407414895	1.882839939
ZDHHC3	6.449318394	1.882706783
FNDC3A	6.080078545	1.882587758
CIAO3	4.367388926	1.882330228
MAP2K6	3.457985018	1.882172553
CRNKL1	4.925424207	1.881621324
DPEP2	-0.302373124	1.881438575
CASP8	4.407888779	1.880549405
TSC22D1	7.405040656	1.880466893
ARHGEF12	7.475245995	1.880462037
SHROOM2	4.708063748	1.880253046
MPHOSPH8	5.331066277	1.879872939
ZNFX1	6.945032158	1.879804577
MRPL42	5.32176803	1.87974106
CDAN1	3.774890383	1.879721508
RAB3IP	5.257873173	1.879452332
SLC13A2	2.385926475	1.879354288
MLF2	6.749299386	1.879290512
METTL3	4.760011826	1.878995688
CASC1	5.504537161	1.878990768
MTURN	5.362461282	1.87814616
MPG	4.439111209	1.877937725
TXNDC9	4.837835171	1.877788603
CHMP2B	5.265775442	1.877389962
MSTO1	2.850017973	1.877374985
HOOK2	5.263319715	1.877285082
ELP3	4.434167275	1.876008608
WDR37	4.476381506	1.874445927
TRAPPC12	5.219629885	1.874379267
TTC12	5.556138064	1.873509019
SLC30A5	5.564941229	1.873441794
MIOS	4.566817999	1.872866126
VIRMA	5.793793165	1.872465028
MAK	3.910318412	1.872167174
PNKD	5.521162376	1.872031045
FBXL8	1.979207036	1.871999607
C2CD2L	4.87437042	1.871674224
WDR70	4.36311675	1.871590099
NACC1	6.24598332	1.87150591
IMPACT	5.152554009	1.871221301
HCAR2	4.945750705	1.870734723
GATC	4.737903248	1.870054177
THOC1	4.408770916	1.869904749
ISG20	4.550924627	1.869765815
SUOX	7.12588795	1.868869258
CSPP1	6.096944132	1.868836911
GNG10	4.484335231	1.868696632
CFAP44	6.900736013	1.868307241
THOC5	3.817891197	1.867535245
CCDC134	4.356420098	1.867458842
DNAJB6	6.312970001	1.86665341
MOV10	5.979105878	1.866411187
PAFAH2	4.860896916	1.864347508
F11R	8.305445594	1.864313816
PTPN2	5.127160132	1.864291349
ZPR1	4.571712116	1.863241571
OSBPL10	4.694222022	1.863020191
HECTD3	4.922227627	1.863014508
KATNAL1	3.579917428	1.862895115
UBE3C	6.459966551	1.862764203
GTPBP10	4.095766388	1.862227559
PLBD1	4.579724484	1.862221836
COL11A1	-3.528990218	1.861734304
RPTN	0.025226265	1.861728555
MAP9	5.706614664	1.861555963
ANXA6	1.502096745	1.860880278
RETREG2	5.991065822	1.860683152
C15orf65	1.592677522	1.86057284
NUP210	2.402853705	1.860060488
TRIM33	5.607723354	1.859920344
GNA15	5.58651138	1.857784752
MICALL2	5.276222005	1.857438733
CCDC32	3.817209208	1.857367008
C18orf25	5.200961488	1.857247363
IRF2BPL	5.142074053	1.857181504
KAT7	5.06379697	1.857031677
C8orf33	4.709906869	1.856959688
EFCAB2	5.029709959	1.856917673
UBAC2	5.702479198	1.856773501
QTRT2	4.236579785	1.856448427
PARP10	5.952527768	1.855971134
NFX1	6.257226977	1.855886336
NUP188	5.864659927	1.855546494
PARD6B	3.196785441	1.855424869
AMDHD2	3.232432188	1.85527265
DUSP14	5.633304051	1.854115071
PINLYP	2.729304414	1.85393638
ABI2	5.529018568	1.853491485
PI4KA	6.082364456	1.85322493
SPG21	5.396810978	1.853144217
LRRC43	3.900294939	1.852839465
CAND2	0.988500536	1.852658705
RCC1L	4.883242259	1.852127193
TMEM209	3.616120444	1.852039405
MFSD10	5.68932324	1.851976657
ANKRD26	4.997238387	1.850007263
MTA1	5.087326106	1.850000874
NSRP1	4.928899052	1.849917782
MAZ	6.89538774	1.849892202
WBP2	6.210590212	1.848922238
STK36	6.180905102	1.848657402
DNAJB2	6.332747792	1.848437299
VRK2	5.282071902	1.847441404
LIG1	4.451828211	1.847421787
DVL2	4.85707061	1.846337478
DEPTOR	3.748851469	1.846324269
MRPL55	3.818337235	1.845282478
UTP14A	4.125623012	1.845215788
PUS7	3.202662706	1.844828202
CD2BP2	5.984307007	1.84458024
NUDT3	6.237936636	1.844546689
DDX60	6.228466079	1.844197156
XRCC4	2.725303873	1.843846519
