Gene	RNA	Protein
TMX2	5.669730862	4.582251511
DUSP3	5.582491635	4.580590302
PHKB	6.030658424	4.579802947
UPF2	6.134309745	4.577352721
MYORG	5.95765145	4.56904487
PGP	3.683632037	4.568897821
ATP6V0A4	4.10149302	4.568443493
ACYP2	3.334855634	4.56772308
ABCF2	5.245285633	4.566408329
SIN3A	6.295945586	4.564809789
REL	5.196966906	4.564097081
ODF2L	6.729484658	4.563842178
SDF2L1	2.496399126	4.561323357
CEP83	5.57904448	4.558919113
ANKHD1	7.098962366	4.558822229
LACTB	3.251230964	4.55583052
VPS45	5.312994635	4.55346755
GRK2	5.787272257	4.551963645
VPS16	4.731843474	4.551248994
SP1	6.795920355	4.550385096
TMEM237	4.978939467	4.549780273
GSK3A	5.326973818	4.549440108
DOCK1	5.883565248	4.547673446
EBNA1BP2	5.84422403	4.544209148
CYP4F11	2.551106531	4.539060475
IRF9	6.048814632	4.538586791
RPIA	3.821641883	4.537914215
GALK2	4.937677941	4.536525565
TBCE	3.426109887	4.53541405
STK11IP	5.152437454	4.532403416
MTFR1L	4.926634635	4.531624121
MAZ	6.743494624	4.52291871
ATP8B1	6.716333869	4.522882031
ARIH1	6.256512339	4.522137292
DIDO1	6.551318163	4.517366957
PRCP	4.755442533	4.515822944
SH3BP1	4.073923041	4.514210333
SMCHD1	5.73308963	4.512535454
NCK1	5.669896762	4.511940755
WDR43	5.091645007	4.509596631
SLC7A2	6.021907323	4.50829274
BIN3	5.030232488	4.507915877
MPHOSPH8	5.448676439	4.504573465
USP40	5.841579669	4.50241294
ZKSCAN1	7.130212497	4.50065203
MRRF	5.116787867	4.497758054
THOC5	3.804155707	4.491809463
VPS26C	4.5254359	4.490967019
PKP4	6.329025062	4.490223119
RP2	4.33962276	4.489254034
UTP18	4.333552728	4.487817755
OGA	6.726031904	4.480553203
CFAP157	7.285324973	4.478235415
PI4KA	5.993924283	4.477053441
ACAD11	4.822471867	4.474629209
PSMB7	6.308874428	4.473292355
WDR90	5.71715145	4.473139058
MRPL21	4.267924787	4.472886072
DOCK7	5.587866868	4.471401722
ERGIC3	7.460551506	4.467572046
MRPL48	4.360482409	4.463759425
TRPT1	4.083350696	4.463726321
DDX18	6.056134709	4.463153753
UTP14A	4.311380776	4.460890511
ELOA	5.311259639	4.459107749
EDC3	4.776225468	4.458368724
XPO4	4.916700136	4.45630216
PPP6R2	5.497061561	4.456275647
MAN2C1	4.910146722	4.453710765
TBC1D10A	4.239523608	4.452877245
USP15	5.607776617	4.451191205
GPR108	5.655293038	4.44972228
UBE2E1	6.203748091	4.448730593
ZBTB7A	6.00075332	4.445937632
C2CD5	5.755460965	4.445284259
USP24	6.224285981	4.441801234
DAP3	6.224613104	4.44047739
RDH13	3.65051346	4.438341306
VPS33B	3.235894414	4.437073859
CDC23	5.166345685	4.435375403
EXD2	5.257187733	4.432575171
SUPT6H	6.427019856	4.421500357
IQUB	6.01057167	4.42103559
EPHB2	5.366622655	4.414048536
SUPV3L1	4.163091692	4.413814502
SCRN3	4.492880179	4.41082636
EIF4G3	6.908225391	4.41078853
SMPD3	4.150753108	4.409404048
PDCD11	5.454073739	4.405955837
THTPA	3.234816778	4.401333633
IPO8	5.773070635	4.400211175
C17orf75	4.08294624	4.399435085
MED4	5.033365076	4.394948141
AAAS	4.775360517	4.392636872
LRRC6	6.534681475	4.390659005
PSME4	6.78390057	4.387097229
MRPS18C	3.941653241	4.381388245
MAP9	6.188443254	4.381289053
C22orf15	5.078680401	4.380913417
NRDC	7.278112669	4.379701703
WARS2	3.966459198	4.372951883
ZBBX	6.75936037	4.3607957
HACL1	4.623573746	4.359214947
WDR70	4.714175237	4.355407931
IKBKB	5.433897612	4.351599057
ALG11	5.896731397	4.348450305
LRSAM1	3.460957319	4.34356242
MRNIP	4.515521825	4.343339444
EIF2D	5.642394541	4.337861693
MED15	5.855784559	4.326575907
JHY	5.34220146	4.315619422
ZSCAN18	5.538992708	4.313793747
TBK1	5.238763308	4.313615573
DNAJC17	3.787496993	4.304561723
UBQLN4	4.613884563	4.298846032
CSPP1	6.41936	4.297930515
GLB1L	5.219811587	4.294932293
GPR89B	4.181393153	4.291754392
VIPAS39	4.104010236	4.281057845
CEMIP2	5.608309066	4.264643945
NVL	4.535144731	4.257411264
DAW1	5.806685347	4.257159741
PHF3	6.504644535	4.240865077
MAP3K6	4.936508936	4.236276574
GGA3	4.838574323	4.231575748
DDX54	5.502135497	4.225028915
DNMBP	5.269701429	4.204095045
ANKEF1	4.280914427	4.200762374
CHMP4C	4.473764147	4.196975865
VPS13A	6.204027035	4.136387868
PIK3R1	5.913874473	4.055712039
BCLAF3	3.498201546	3.983990191
ARID5B	5.20024066	3.946999867
RAI1	6.058718961	3.902773665
GMEB2	3.850484226	3.873457454
MED1	6.050288952	3.642834366
ACTBL2	-1.647015885	3.115095579
LYPD2	6.617211704	2.905642117
SERPINA3	5.444228944	2.793256542
FBLN1	5.137893811	2.757815008
OLFM4	2.772421125	2.746850134
INTS12	3.906704744	2.710062935
TAGLN	3.417252906	2.708550087
ICAM1	4.534797948	2.704192635
ANXA10	0.850854697	2.702884026
FBLN2	4.051627059	2.691692606
TSHZ1	3.620540014	2.690121146
MIF	6.100167261	2.66537774
PLCB2	3.836805732	2.627367403
CD14	1.688301721	2.591024755
NR2C1	4.576610015	2.579452094
TFPI2	2.956396563	2.57655112
UGT2A1	4.944809504	2.572908585
TAX1BP3	6.304707923	2.571141085
PDLIM7	3.90773448	2.569747899
CRYAB	1.026714743	2.568847613
COTL1	3.534505669	2.568163183
CCDC30	4.794069671	2.561828445
SNRPF	4.350050791	2.561478672
PDE4D	4.111458245	2.553519396
MGST2	5.629433308	2.553229625
TIMP1	4.982616449	2.550126509
MED23	5.764638213	2.538013651
SLC31A1	6.235712716	2.536677905
NTN1	6.733935055	2.535222811
TINAGL1	4.799053757	2.53016102
C4orf33	4.708496349	2.52789052
IGBP1	5.821565877	2.524122198
ST6GAL1	7.393828771	2.517544257
LZTS3	5.88177044	2.513230842
GLS	4.843813837	2.512767775
RNF126	4.014862893	2.507478304
C2CD2	4.87383844	2.505160545
IGF2R	7.094868207	2.501809857
MLPH	5.87053221	2.501242992
SNCG	1.564739751	2.501181376
WDR44	4.306552247	2.50028814
UCHL1	0.046829202	2.495277868
TMED3	5.92233571	2.492402885
LIG4	4.846228801	2.487980035
JMJD7	4.183071116	2.483151637
DSC2	4.596501027	2.482142087
MYL9	2.718506738	2.481140664
TIMP2	4.273211197	2.478992988
PPP2CB	6.529397075	2.477336248
STIM2	6.375835278	2.477311607
SCEL	4.979630751	2.477171885
DGUOK	4.778422699	2.476924952
VTI1B	6.141899801	2.474278479
TMEM192	4.166654064	2.471182149
TMX1	5.412515014	2.47045711
MTCH1	6.517420798	2.46972804
CCN1	3.919646012	2.468099102
CCDC69	6.954831535	2.467949206
BRIX1	4.434981411	2.467781474
JAGN1	4.48034045	2.466832844
ATAD3B	3.789356468	2.466002724
RAB4B	4.030018138	2.465742791
YOD1	4.451796884	2.46407236
MVB12A	4.056844848	2.462499992
SZRD1	6.108643406	2.4613175
GSPT2	3.010319332	2.46083405
RASA1	5.778155025	2.458702485
LYPLAL1	3.431714562	2.457360816
PPP4C	6.058494186	2.456718444
ADI1	5.766710522	2.456198411
DICER1	6.377868276	2.454107215
SEC61B	5.361270073	2.453093449
CAPSL	6.718792685	2.450317492
UBE2L6	5.137171731	2.449487335
SDHC	6.688617152	2.448457551
CD99	5.32523766	2.448129589
DPYSL3	2.971377359	2.446477362
NFU1	4.734432563	2.4464046
ERC1	5.258375289	2.446321394
MCAM	3.619716301	2.446092303
C5orf51	4.638306173	2.442767493
PROM2	6.515605062	2.441240678
FAM120B	6.166454133	2.439695879
CDH6	3.234138664	2.438044043
PNPT1	5.002575741	2.437988621
PCBD1	4.836848999	2.437910992
HOMER3	4.028864338	2.437154482
TCTEX1D4	4.219908676	2.437143324
SLC27A1	4.76027999	2.435141963
DNAH2	6.769217501	2.434517336
SLC2A1	7.351204928	2.434380658
VMP1	6.740411821	2.434072611
APLP2	9.064650085	2.432890776
CHCHD2	6.064429438	2.431372115
CYP4X1	5.550875465	2.429090298
MRPS17	3.380705326	2.428781448
GALNT4	5.334273747	2.427934328
HEATR1	5.305331203	2.427610742
PRXL2B	5.315905543	2.426852589
PHRF1	5.424732838	2.425786191
ARMC9	5.37794591	2.424612873
NFIC	5.731013845	2.4243302
NDUFA2	5.236282307	2.424046916
ABCB6	3.926188851	2.423985252
LDLRAP1	5.715989425	2.422409175
YIPF3	6.302788521	2.420472265
AKTIP	4.053493253	2.419964456
TMTC3	6.066684847	2.419646075
LTBP1	4.127128546	2.419135051
YEATS4	3.852993904	2.418570615
AK4	3.026040606	2.418493458
XPO5	4.833313907	2.41802956
EXOSC7	4.200782253	2.417265717
SPINT2	8.702799964	2.415606261
CDC16	6.285449024	2.414335129
OSBPL3	5.829284016	2.413173516
SMNDC1	3.797706496	2.412491238
MAP7D1	5.425705157	2.412001523
NOSIP	4.80955769	2.411595414
KLF5	8.22612913	2.411564226
TCN1	4.992252666	2.411174443
SCO1	5.165543253	2.406839506
CXCL6	3.936482944	2.406617193
RAPH1	4.738126002	2.406174256
VTCN1	6.002722977	2.404937715
ARFGAP2	5.693230611	2.404833546
SLC7A5	4.698862537	2.401840385
GNPDA2	3.588966482	2.401012607
SLC44A2	7.093296164	2.400834649
PFDN1	5.062739168	2.400794906
COA3	4.945285082	2.399399252
MAP2K3	4.885223082	2.398564856
SFXN2	2.946307703	2.397590925
RBM27	5.46375064	2.397116374
ERI3	4.752878022	2.396954271
PSMB1	6.512122122	2.395833784
STARD5	2.726960878	2.395618028
BST1	1.595691735	2.395179303
VPS51	5.529444889	2.39497324
REPS1	4.636965892	2.393734681
WDR13	6.066068537	2.393616555
AKR1B15	0.992537738	2.393615
POLR2H	4.822025981	2.3929165
STAM2	5.969250911	2.391716657
RIBC2	5.063574507	2.391103085
MCM2	3.884881067	2.390610787
GOLGA4	7.194233556	2.390427691
ACOT13	5.05067499	2.388810156
MRC2	4.94804005	2.387407407
POLR2C	5.397793514	2.386923925
MRPL3	5.775258275	2.38644194
CHTOP	5.466386878	2.384569413
GOPC	5.836795408	2.384359324
ANKRD13A	6.39493714	2.38413051
IDO1	2.97836573	2.382879198
PXDN	4.78326981	2.382737359
EIF2B2	4.760266159	2.382336341
PAPSS2	3.089400777	2.382293967
RIBC1	5.224319776	2.382290577
TTC9C	3.371940789	2.382093782
NTN4	5.858297784	2.380078382
CA2	-0.02162194	2.378892039
RRM1	6.014129208	2.3788816
LGALS9	4.52788454	2.377385499
TMX3	5.345995921	2.376653124
HEBP1	3.198865134	2.376067819
PBRM1	6.570791299	2.375879256
UBR1	5.528223105	2.37564228
MAP3K5	5.584576559	2.375604823
ANKS1A	5.855756672	2.375242191
CCDC187	5.459970578	2.374357315
STXBP1	4.295250698	2.372158029
PLEKHG3	5.214393916	2.368580565
BYSL	2.963749121	2.368322471
NMD3	5.325030249	2.365742057
EMG1	4.718035189	2.365387706
IQCE	6.714408842	2.364968569
ADAM28	6.517789892	2.364747839
ERAP2	3.682137094	2.364538384
COG4	5.950121887	2.363153015
SULT1E1	3.109892685	2.361873742
STK10	4.255348762	2.3617132
MLYCD	3.920649488	2.361596138
PPP2R5C	6.21355224	2.361425317
CYB5D1	6.420541688	2.36138556
TNS3	5.327289615	2.361114889
NPM3	3.06689681	2.360086835
CRYZL1	3.894511975	2.358665557
KRTCAP3	3.671381229	2.358189712
NCKAP5	1.741785206	2.357951141
CSTF2T	5.000724572	2.357787765
ASMTL	3.468042578	2.356879368
PQBP1	4.789546732	2.355912824
ATP5F1E	6.987671901	2.3558838
VSNL1	2.381337251	2.355690836
MAK	4.224170761	2.35530822
ACAD8	4.704155995	2.355062258
PDLIM2	2.877453167	2.354096892
GSTA3	2.450010123	2.353523955
FXR2	5.171716137	2.353308455
CCP110	6.207005318	2.351183205
SCAF11	6.872998955	2.3498961
GALNT5	6.326458344	2.348486602
NAA50	6.126838829	2.348390045
LDLR	6.503684031	2.347343125
ATP2B1	4.974732893	2.347241295
GABPA	4.455681103	2.346245391
SAP130	4.051498772	2.345981814
ZNF326	5.387522273	2.345883395
SRP19	4.859240422	2.345124887
SENP3	5.518386233	2.344994287
PDE4DIP	6.434495445	2.3440492
BABAM2	4.216634477	2.343437375
VPS4A	4.965001476	2.342870775
QDPR	2.958210435	2.342389072
CLCA2	7.474821708	2.341471245
MPC2	5.647871444	2.341223393
SMARCB1	5.47996039	2.341146858
EIF1B	4.283275343	2.34011275
MIEN1	5.170354176	2.338479861
SLC25A20	3.87024545	2.338423027
EIF4E2	5.722862341	2.33749839
ST6GALNAC1	7.622109819	2.337443515
RPL36	7.284294404	2.336852757
ARMH3	4.759225066	2.336742443
TRADD	4.82184484	2.336468655
MTRES1	3.744222718	2.336415753
HSPA14	4.849060292	2.336228018
TRMT61A	3.542568765	2.33607619
FOXK1	4.77127822	2.335697058
PLBD2	4.574158475	2.335044905
FAAH	3.922046095	2.334974405
NMRAL1	4.568068724	2.334689585
ILKAP	3.628518343	2.334660338
TRNT1	4.127208615	2.334010345
PIGT	6.057905092	2.332040813
CA12	4.517885918	2.331963703
UBE2D1	3.709554943	2.331819309
WASHC5	5.39091908	2.331619885
EPB41L4B	6.367014353	2.330603103
CARS2	4.955043739	2.329416112
CERS6	6.837763324	2.328307857
LGALSL	3.271958887	2.326792174
MRM3	3.231265156	2.326696374
ARL6IP4	6.117637312	2.326556432
CDK1	4.266746995	2.325943075
C1GALT1	4.805062137	2.325911811
P4HA2	5.45285387	2.325763203
TMEM30B	5.635111714	2.325070087
IQCG	7.615986536	2.324815463
SCYL2	6.119642498	2.32476553
DNAJC1	4.658474955	2.3246998
CDC42BPG	6.419165777	2.324304725
BLOC1S2	5.122496669	2.324003671
SYTL2	7.482358876	2.323686023
GALT	3.33893253	2.323141588
CDC26	3.899378092	2.322498642
TTC8	4.741496431	2.322431765
CNOT7	5.839803113	2.321917015
TOM1L1	5.172855822	2.320783904
SEC11A	6.142671627	2.320311588
TAB1	4.662295161	2.319881226
PPP2R5A	5.20570596	2.319802083
DUSP23	3.501142681	2.319495973
EFNB1	5.408450474	2.31912605
ALG1	4.400253692	2.319079393
SVIL	5.431549076	2.31822014
NTMT1	3.486796107	2.317583092
PHACTR4	5.651529627	2.317307928
THUMPD3	5.088510857	2.316945725
WDR26	6.638556954	2.316613289
MRPL15	5.042538849	2.316170597
PSMA3	5.980123781	2.316007715
RDH11	6.051427782	2.315359803
RABGGTB	5.321368617	2.314944019
PARS2	2.254196218	2.313962993
POP1	2.798949952	2.313697282
MTIF2	5.57337824	2.313519842
RPGR	5.936010863	2.313276185
FOXJ1	8.009823516	2.313046448
LACTB2	4.032052651	2.312649204
ARHGEF16	4.299965424	2.312216046
FKBP9	5.801545129	2.311482197
SNX7	5.141176452	2.311118103
PPFIA1	5.457092672	2.311007217
LRATD2	5.605249673	2.310234256
PLD1	5.656831291	2.309763569
SLC22A18	3.263618999	2.309666279
DTYMK	3.031155283	2.308099745
LAMB1	5.701469112	2.307216287
AIDA	4.078349326	2.307120095
HEXIM1	5.511361427	2.306900395
TSSC4	4.256877482	2.3065777
EFHB	6.259273246	2.306196685
KIAA1671	7.252124505	2.304805382
MAN1A2	6.536379575	2.304698216
MRPL41	4.203539539	2.304498962
CFAP206	6.427430927	2.304388475
MFN2	6.45484455	2.303985637
IDNK	3.382768411	2.303092536
ATP6V0A1	4.208384788	2.302502045
BABAM1	4.964110996	2.302268223
FNDC3B	6.011806716	2.302077739
TTC30B	5.692660964	2.301993338
PPP4R3A	5.957970348	2.301586202
B4GALT1	6.854209548	2.301331885
SNX4	5.213325773	2.301275302
NFXL1	3.588802604	2.300651283
ABHD16A	4.921863811	2.299017359
CLSTN1	7.998447966	2.298943767
GPKOW	4.24924615	2.298494927
WDR12	4.647150697	2.298318176
CDK5	3.658797553	2.297815546
BBS4	5.495314678	2.29758938
ABHD17B	4.597328389	2.296885774
TATDN1	3.557041758	2.296687305
CMC4	2.812967434	2.296570034
FAT2	6.815592396	2.296126063
ZNFX1	6.308074886	2.295687146
AGPAT3	6.270720059	2.295552556
OTUD4	6.382895046	2.293550317
CDC27	5.54598281	2.293520299
ZZEF1	5.715759124	2.293182966
ITPKC	5.946241732	2.292848116
VRK1	4.070574422	2.292603135
TCTN2	5.244798493	2.292337501
LRRC34	5.112141834	2.292283635
TMEM40	4.238814661	2.291777575
CFAP99	4.073987861	2.291723479
NFIA	5.348917658	2.291645678
GNA14	2.860898885	2.291418776
CALML4	6.369073119	2.291052196
LUC7L	5.091295172	2.290868522
TCTE1	5.000907273	2.2902886
VPS11	5.396251255	2.289740439
CDCP1	5.907274559	2.289695801
SMAD4	5.616055408	2.289633968
ADAM17	5.177778506	2.289496457
CHP1	6.078864694	2.288910424
RPP40	2.830909965	2.288893148
UIMC1	4.510575449	2.288439705
RMDN1	4.991478095	2.288283579
TIMM10	3.544899075	2.288283579
PSMB3	5.785224538	2.288252331
PKIB	3.591233467	2.288068167
PANK2	5.363062885	2.287265956
DIMT1	4.598543062	2.286641729
GNL3	6.051852018	2.286272107
FGGY	4.298025118	2.286205112
MPHOSPH10	5.226491773	2.285943856
NUP85	4.748652587	2.285625409
DNAJA3	5.121185006	2.285302635
C19orf25	4.114947282	2.285089383
ARVCF	4.55352086	2.284429662
MBD2	5.934365887	2.284361718
GOSR2	5.099195957	2.284325945
JAG1	6.824125787	2.284014299
TMEM68	5.673168436	2.28364438
PTPRJ	4.459849873	2.283082121
PLEKHA7	6.184981694	2.282919481
EMC8	3.805801369	2.282857987
NUDT9	4.906685177	2.28254283
ME3	4.229617943	2.28205229
SLC12A7	5.668386237	2.281241612
ZFAND1	4.959595217	2.281131675
SRGAP3	5.878481609	2.280793962
C20orf27	2.102768994	2.280429578
COG1	5.303007116	2.280429578
NT5DC2	5.203378574	2.279757048
FAIM	4.894002052	2.279326596
SPCS3	5.665615388	2.279326596
TRRAP	5.984502733	2.278394067
RWDD1	4.978460822	2.277262433
CWH43	4.179033916	2.276637934
BORCS6	2.826111475	2.276413904
NUP188	5.616542376	2.276254192
TUBGCP3	3.676610573	2.274973286
OXSM	3.284018849	2.274750242
RRP9	3.585676706	2.274341625
OGFOD2	4.376056661	2.273900745
KIF9	5.468048042	2.273574935
BCKDK	3.882715801	2.273547747
DUOXA1	5.049788564	2.273053508
CASP6	3.623519042	2.272866224
SLC4A1AP	5.054987747	2.271425365
SMYD5	3.29955045	2.271215971
ARF1	7.723134354	2.270966632
IRF2BPL	4.874317874	2.270379012
CLP1	3.450542637	2.270116115
CCNK	4.800355745	2.26948861
OSBPL9	6.38874796	2.269031082
MTA1	4.762421374	2.26750249
PRKCZ	5.004175218	2.26683371
BBS7	4.676867988	2.266313459
DENND2D	5.289066273	2.265712815
PTPN13	7.553133667	2.265465175
DCTN5	6.260012706	2.265361855
CLPTM1	5.84898026	2.26517153
CFAP410	4.104247526	2.264632159
TBCD	5.390340494	2.264382468
MTMR12	5.80457023	2.263676607
ABCF3	5.384602526	2.26348382
MTMR3	6.484167769	2.263324346
RNF40	6.136317926	2.263067945
MPG	4.554164918	2.262983768
PRPF38A	4.958191399	2.262325337
ACP2	4.614372812	2.262100885
GBP7	-2.176540857	2.261888785
SCAF8	5.260676223	2.261697602
GGT6	5.653497071	2.261578503
TTC27	4.210893659	2.261327188
CUL4B	5.84952913	2.2611608
ITPRID2	7.033813221	2.261058303
IRGQ	4.278861729	2.260587495
STAG2	6.981386309	2.259030405
NBN	5.705555311	2.258991349
LUZP1	6.09048906	2.258861076
ITGA3	7.518525218	2.258041742
PSMB10	5.135161867	2.257884263
NARS2	3.827382498	2.257875508
ASCC2	5.763516276	2.257155652
ZDHHC5	6.61805306	2.256086155
TMEM126A	3.039857416	2.255979612
CFAP74	5.231214792	2.254658418
POLD1	3.344763205	2.253477775
TP63	6.232235225	2.253350969
ANKMY2	5.000173949	2.25327392
PFKFB2	5.027396371	2.253069746
FUCA2	4.78864871	2.252847063
SNAPIN	4.758929254	2.251993735
CTR9	6.212533542	2.250636187
RRAGA	5.98677619	2.250168152
DVL2	4.711888284	2.249679803
ALS2CL	6.213152185	2.249025829
RPP30	3.970801585	2.248955566
COG8	4.894907729	2.248946195
SDR39U1	4.218396183	2.248401519
ELP2	5.799692985	2.248156618
OSBPL2	5.77513621	2.247248385
SORT1	6.9500949	2.246806187
PLCD3	4.710972753	2.246749021
NIFK	4.804736427	2.246247749
DAPP1	6.034211657	2.24616641
LIG3	4.820619298	2.246123327
HSPB8	2.41225227	2.24603233
NAGLU	3.942690889	2.245946064
CENPC	4.733913091	2.24593168
POLR2G	4.856441878	2.245547543
SDCCAG8	4.816597	2.245417642
ARHGAP5	7.034308204	2.245171922
CRELD2	3.902015494	2.244654891
DENND4C	5.981894825	2.244504715
CARM1	4.958735837	2.244092059
SH3D19	6.169374076	2.243673224
MPV17	4.499968924	2.242895323
CASC1	6.3373158	2.242226268
PTK2B	5.819871002	2.241841
CNTN1	3.235650234	2.241310644
TAP2	5.065153454	2.240733244
ARFGEF2	6.220528422	2.240503569
ADGRG1	7.401680124	2.240017934
TBC1D17	4.373153679	2.239852306
UGT1A8	5.541924691	2.239691498
MED17	4.491678339	2.239283569
CCT6B	2.899412263	2.23901091
ZCCHC8	4.417484134	2.238818698
RCOR3	4.543378549	2.238631274
ECHDC3	0.205414175	2.238301365
TMEM190	5.76101746	2.238230198
VCAN	4.155282067	2.23814373
MAGI1	4.970250551	2.237741159
EXOSC9	3.971796085	2.23758285
PAFAH2	4.948830692	2.237327109
INIP	4.38226079	2.237245166
DEPTOR	3.789606933	2.237117028
WDR7	4.523858899	2.236649547
CEP76	2.752513879	2.235844253
GATAD2A	5.215600005	2.23568882
ACACA	6.633261406	2.235631782
NIPSNAP3A	4.89565598	2.235522822
TMEM214	5.2740199	2.234919312
TTC39C	4.372527168	2.234726226
ARHGEF2	4.744999736	2.234286815
GNE	6.151700466	2.2340823
SSNA1	4.917145881	2.231725874
NBEAL1	7.998259735	2.231661739
WDR78	7.555704001	2.231533377
SMAD1	5.000987815	2.231495915
CDC37L1	4.322186981	2.231474503
EOGT	4.998535706	2.231442378
EXOSC8	3.762642531	2.231201192
KIFAP3	5.404242501	2.230841269
SIL1	4.826049906	2.230658244
STX3	5.22231587	2.230183341
CD36	4.410706899	2.229652439
AACS	5.170237767	2.228791945
ANGEL2	3.928276678	2.228742759
OAS3	4.862238303	2.228556779
MFGE8	4.855207217	2.228052214
BRD3	4.804159454	2.228002749
PNO1	4.05040692	2.227843238
MEPCE	5.099029709	2.227821221
RCOR1	5.100646995	2.227424285
MID1	5.564819089	2.227374584
COL17A1	7.472168126	2.227241954
LAMTOR2	4.849409131	2.227197715
SRCIN1	3.394384197	2.227175589
SRA1	4.523889809	2.226576786
CDK9	5.212941121	2.225734963
UBR7	4.889292558	2.225455017
ATL2	5.346560558	2.22542699
CLDN3	5.109141309	2.225157623
GNS	6.67755637	2.225101435
INTS13	4.363800711	2.222157475
TRAF2	3.678208137	2.222151728
KCNAB2	2.686951137	2.22173723
C5orf22	4.42688043	2.221251986
SLC16A1	4.025852201	2.220933293
TPRG1L	6.147603173	2.220613823
URB1	5.690505714	2.219943314
CAPNS2	2.163973836	2.219251732
C16orf71	5.144254595	2.217833773
HMGCS2	1.98777581	2.217827832
CLPTM1L	5.826963157	2.217786242
LMF2	4.969784719	2.215514522
HEATR5B	6.310183975	2.215423797
NME6	4.604210407	2.215345119
RPS6KB1	5.232131007	2.214476525
ANKLE2	5.93759146	2.214324081
ENPP4	5.943649952	2.214299674
NUDT16	5.373636375	2.214269157
FAM91A1	5.434023881	2.214256949
CCDC9	3.420950441	2.214061461
UEVLD	5.448926232	2.213602141
RALBP1	6.453682155	2.21339953
ARHGAP17	4.106738349	2.21256739
SOX15	3.510901207	2.21256739
TARS2	4.224840559	2.212338396
GTPBP10	4.081488464	2.211729936
PARN	4.773997397	2.211405929
LEO1	4.853268598	2.210592394
TBC1D22A	4.803793266	2.210190022
BCAT1	3.033079314	2.209609442
AARS2	3.667381851	2.209577815
MACC1	6.610498902	2.208791015
RNASEL	4.772891085	2.208536198
SMC6	5.938835197	2.208459656
CCDC157	5.018649243	2.207794418
SLC35A3	5.79879018	2.207254635
RPL7L1	6.811920144	2.206893542
RNF20	6.013462215	2.206174853
CAPN7	5.583502383	2.20616836
MBOAT2	5.892568718	2.202994247
TBRG4	4.901044884	2.201084642
SPTLC2	6.351153459	2.200441877
ANKIB1	6.020485406	2.200149904
RHCG	1.969849221	2.200136307
N4BP1	5.616082204	2.199870903
TTC12	6.152535984	2.199823209
PTPRA	6.430450707	2.199598134
SHPK	3.536513056	2.198879405
SPAG8	5.910937919	2.198625196
MINDY4	4.992883574	2.197026875
EXOSC10	5.847614574	2.196503723
GFOD1	4.450847541	2.196363863
RXRA	6.529523628	2.196244864
SLC12A6	5.790447064	2.195613065
PPIE	5.349236925	2.195317182
MKKS	4.939572464	2.194062855
CSNK1E	5.837248631	2.193649209
PDIA5	2.885086138	2.192501307
MMAA	3.240186528	2.192082699
PTP4A2	6.969482062	2.191510369
ZNF440	6.63218964	2.191386882
TOE1	2.787668379	2.191052156
CRLF3	3.359623869	2.190086869
SQLE	6.433653499	2.190057507
TRIO	6.244877431	2.190042824
IAH1	4.68050339	2.189962035
MAGT1	5.731385611	2.1895426
FAM126A	4.286496947	2.189468876
IGFBP5	7.216191683	2.189321305
RAB23	4.153725347	2.189247456
TBC1D31	3.732574913	2.188929435
NDUFAF1	4.081287545	2.188773842
C9orf64	3.687537555	2.186794374
GAS2L2	5.72279637	2.186364669
PES1	5.573089238	2.185196623
ENKD1	5.157188425	2.184646934
ATG4B	4.99080508	2.184386555
BNIP1	2.752761948	2.184271517
RETREG3	5.196746127	2.183494295
DNAJB4	4.612651992	2.183324385
SORBS3	5.09825042	2.183200677
SLC12A9	4.17641633	2.182945159
CAMLG	4.60707064	2.18248708
GCSH	1.184160608	2.182339222
MST1R	4.476704256	2.182128821
LSM12	4.392782155	2.179617074
MAP2K1	4.571585683	2.1783068
GTF3C5	5.208850622	2.177969125
NNMT	-1.487815471	2.176788496
SIX2	4.995005787	2.17597367
ANAPC5	6.766369649	2.175957322
MRPL38	4.6735753	2.175392055
NEDD1	4.753491031	2.174527163
TPBG	5.075396292	2.174146455
MAB21L4	4.165236053	2.173856042
YIF1B	4.047539727	2.173681486
ATP9A	7.210990411	2.173289968
SBSN	-0.242407978	2.172880543
EFCAB1	7.174053543	2.17267954
DHX38	5.5187863	2.171356995
SRXN1	4.504606836	2.1711706
CC2D1B	4.678979737	2.171128201
TASP1	4.134075945	2.168420363
THOC1	4.550623342	2.167969363
TRAFD1	5.950338154	2.167821584
CCDC78	7.32902268	2.167071432
NFKBIA	5.626933034	2.166510382
C3orf38	4.682399172	2.166140884
TBC1D23	5.108920567	2.165982208
XRCC4	3.135303469	2.165372167
CAB39L	5.269177773	2.164179283
UTP3	5.064407957	2.163973438
RRP1	4.166964105	2.163560778
TRIM22	6.813979726	2.16294837
PRKCA	3.499670476	2.162360295
PPFIBP2	4.101516028	2.162169736
DHTKD1	4.243280319	2.16164199
CYP51A1	5.334171699	2.161102955
MRPS25	4.718097384	2.160322465
EXOC5	5.915253284	2.159694712
NSRP1	5.067832259	2.158317949
ANAPC4	4.624310027	2.157858925
TMLHE	2.878297725	2.157765049
WAPL	5.794337932	2.157530065
MORC3	5.97509547	2.157209809
SOAT1	5.980079279	2.157096591
WDR48	5.805508109	2.156282319
TMPPE	1.872541545	2.155730291
FREM2	3.395223121	2.155634878
IPO11	5.917117417	2.155596695
PTPN3	6.110414912	2.155319524
CAVIN2	3.320429431	2.154156692
