DrugBankID,Name,Source,Source_link,Groups,Therap_Class,Indication(s)
DB08604,Triclosan,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Antibiotics,"
Bacterial infection
Infection of P. falciparum
Trypanosomiasis
"
DB08906,Fluticasone furoate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,
DB00177,Valsartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
"
DB01234,Dexamethasone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiinflammatory Agents,"
Rheumatoid arthritis
"
DB06822,Tinzaparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Heparin group,
DB13953,Estradiol benzoate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Estranes,
DB13954,Estradiol cypionate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Estranes,
DB13952,Estradiol acetate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Estrogens,
DB13956,Estradiol valerate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Estranes,
DB04014,Alsterpaullone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Cyclin B,
DB02210,"Hexane-1,6-Diol",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB02266,Flufenamic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Fenamates,
DB11595,Atezolizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Monoclonal antibodies,"
Bronchioalveolar carcinoma
Melanoma
Solid tumour/cancer
Ulcer
"
DB13955,Estradiol dienanthate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Estranes,
DB04468,Afimoxifene,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Hormones,"
Breast cancer
Ductal carcinoma
"
DB14761,Remdesivir,DrugBank,https://www.drugbank.ca/covid-19,investigational,Glycosides,
DB08877,Ruxolitinib,DrugBank,https://www.drugbank.ca/covid-19,approved,Protein kinase inhibitors,"
Essential thrombocythemia
Essential thrombocythemia
High-risk myelofibrosis
Pancreatic cancer
"
DB00966,Telmisartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
"
DB05033,INCB7839,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,,
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,
DB00151,Cysteine,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Cysteine,
DB00207,Azithromycin,DrugBank,https://www.drugbank.ca/covid-19,approved,Combinations of antibacterials,
DB00605,Sulindac,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Antiinflammatory Agents,"
Rheumatoid arthritis
"
DB02546,Vorinostat,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Cutaneous T-cell lymphoma
"
DB01064,Isoprenaline,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Adrenergic and dopaminergic agents,
DB02482,Phosphonothreonine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00310,Chlorthalidone,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Edema
Hypertension
"
DB04820,Nialamide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,withdrawn","Monoamine oxidase inhibitors, non-selective",
DB01611,Hydroxychloroquine,DrugBank,https://www.drugbank.ca/covid-19,approved,Antimalarials,"
Malaria
"
DB05511,Piclidenoson,DrugBank,https://www.drugbank.ca/covid-19,investigational,Purines,
DB00591,Fluocinolone acetonide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Corticosteroids and antiinfectives in combination,
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Alcohols,
DB01041,Thalidomide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,withdrawn",Immunosuppressive Agents,"
Multiple myeloma
"
DB08855,Leukotriene C4,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"experimental,investigational",SRS-A,
DB02285,Protoporphyrin,DrugBank,https://www.drugbank.ca/covid-19,experimental,Porphyrins,
DB03374,"3,5-Diiodotyrosine",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Thyroid Products,
DB00975,Dipyridamole,DrugBank,https://www.drugbank.ca/covid-19,approved,Vasodilator Agents,"
Hypertension
"
DB02930,Adenosine 5'-[gamma-thio]triphosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB02527,Cyclic adenosine monophosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,
DB03127,Benzamidine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Amidines,
DB04851,Biricodar,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Anticancer Agents,"
Ovarian cancer
"
DB00863,Ranitidine,DrugBank,https://www.drugbank.ca/covid-19,"approved,withdrawn",Antiulcer Agents,"
Peptic ulcer
"
DB01035,Procainamide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Antiarrhythmic Agents,"
Ventricular arrhythmias
"
DB00834,Mifepristone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Progesterone receptor modulators,"
Cushing disease
"
DB00026,Anakinra,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinflammatory Agents,"
Rheumatoid arthritis
"
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00623,Fluphenazine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Antipsychotic Agents,"
Psychotic disorder
"
DB05412,Talmapimod,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,"Heterocyclic Compounds, Fused-Ring",
DB14999,Human interferon beta,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Peptides,
DB00808,Indapamide,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
"
DB14508,Lithium succinate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Other dermatologicals,
DB01356,Lithium cation,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Mood Stabilizer,
DB05258,Interferon alfa,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,
DB00524,Metolazone,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Edema
Hypertension
"
DB14507,Lithium citrate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,"Acids, Acyclic",
DB00588,Fluticasone propionate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Adrenals,
DB14509,Lithium carbonate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Ions,
DB13867,Fluticasone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,experimental",Antiinflammatory Agents,"
Allergic rhinitis
"
DB11817,Baricitinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Selective immunosuppressants,"
Rheumatoid arthritis
Rheumatoid arthritis
"
DB06228,Rivaroxaban,DrugBank,https://www.drugbank.ca/covid-19,approved,Direct factor Xa inhibitors,"
Deep vein thrombosis
"
DB00999,Hydrochlorothiazide,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Diuretics,"
Hypertension
"
DB00626,Bacitracin,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,vet_approved",Antibiotics,"
Skin infection
"
DB00790,Perindopril,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
"
DB03247,Flavin mononucleotide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Food,
DB00880,Chlorothiazide,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antihypertensive Agents,"
Congestive heart failure
"
DB00025,"Antihemophilic factor, human recombinant",DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,
DB00652,Pentazocine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,vet_approved",Anesthetics,"
Pain
"
DB09241,Methylene blue,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antidotes,"
Acquired methemoglobinemia
"
DB00956,Hydrocodone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,illicit,investigational",Analgesics,"
Pain
Pain
"
DB00343,Diltiazem,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
"
DB00178,Ramipril,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Congestive heart failure
"
DB08231,Myristic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Lipids,
DB00294,Etonogestrel,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Contraceptive Agents,"
Contraception
"
DB00358,Mefloquine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antimalarials,"
Malaria
"
DB11967,Binimetinib,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Protein kinase inhibitors,
DB01077,Etidronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Bone Density Conservation Agents,"
Paget's disease
"
DB00630,Alendronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,"Bisphosphonates, combinations",
DB09035,Nivolumab,DrugBank,https://www.drugbank.ca/covid-19,approved,Monoclonal antibodies,"
Melanoma
Non-small-cell lung cancer
"
DB09037,Pembrolizumab,DrugBank,https://www.drugbank.ca/covid-19,approved,Monoclonal antibodies,"
Melanoma
"
DB06168,Canakinumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Interleukin inhibitors,"
Cryopyrin-associated periodic syndromes
Rheumatoid arthritis
Urticaria
Vasculitis
"
DB06186,Ipilimumab,DrugBank,https://www.drugbank.ca/covid-19,approved,Monoclonal antibodies,"
Melanoma
"
DB13007,Enfortumab vedotin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunoglobulins,"
Urothelial carcinoma
"
DB00569,Fondaparinux,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antithrombotic agents,
DB11901,Apalutamide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anti-androgens,
DB07676,"3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB15493,Cambinol,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Pyrimidines,
DB13133,Von Willebrand Factor Human,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,
DB00515,Cisplatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Solid tumour/cancer
"
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Glycols,
DB12872,Vonicog Alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,
DB01225,Enoxaparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticoagulants,"
Thrombosis
Venous thrombosis
"
DB08862,Cholecystokinin,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Tests for pancreatic function,
DB01001,Salbutamol,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Bronchodilator Agents,"
Acute asthma
"
DB12161,Deutetrabenazine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Quinolizines,"
Huntington disease
Tardive dyskinesia
"
DB05018,Migalastat,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Various alimentary tract and metabolism products,"
Fabry disease
Fabry disease
"
DB00983,Formoterol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Sympathomimetics,"
Asthma
"
DB05470,VX-702,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Benzene Derivatives,"
Coronary artery disease
Coronary artery disease
Inflammation
Rheumatoid arthritis
"
DB00176,Fluvoxamine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antidepressants,"
Depression
"
DB01211,Clarithromycin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antibiotics,"
Bacterial infection
"
DB14724,Emapalumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Selective immunosuppressants,"
Primary haemophagocytic lymphohistiocytosis
"
DB05157,KC706,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,,"
Cardiovascular disease
Inflammatory bowel disease
Psoriasis vulgaris
Rheumatoid arthritis
"
DB01138,Sulfinpyrazone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Uricosuric Agents,"
Gout
"
DB08756,Y-27632,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Muscle Relaxants,
DB01197,Captopril,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
"
DB00471,Montelukast,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiasthmatic Agents,"
Asthma
"
DB01488,Dimethyltryptamine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"experimental,illicit",Amines,
DB06603,Panobinostat,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other antineoplastic agents,"
Multiple myeloma
Primary myelofibrosis
Type-2 diabetes
"
DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00603,Medroxyprogesterone acetate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Pregnen (4) derivatives,
DB08162,Fasudil,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Other peripheral vasodilators,
DB15688,Vazegepant,DrugBank,https://www.drugbank.ca/covid-19,,Pyrazoles,
DB05015,Belinostat,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other antineoplastic agents,
DB05382,Iodine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Iodine products,
DB00982,Isotretinoin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiacne Agents,"
Acne vulgaris
"
DB00633,Dexmedetomidine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Hypnotics and Sedatives,"
Irritability
"
DB00545,Pyridostigmine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Parasympathomimetics,"
Myasthenia gravis
"
DB06515,Resiniferatoxin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Analgesics,"
Cancer related pain
Neuropathic pain
Osteoarthritis
Pain
"
DB00107,Oxytocin,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved","Ergot alkaloids and oxytocin incl. analogues, in combination","
Autism spectrum disorder
"
DB00242,Cladribine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Hairy cell leukaemia
"
DB00472,Fluoxetine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antidepressants,"
Depression
"
DB11952,Duvelisib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",BCRP/ABCG2 Substrates,
DB08895,Tofacitinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Selective immunosuppressants,"
Rheumatoid arthritis
"
DB01098,Rosuvastatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticholesteremic Agents,"
Elevated C-reactive protein
Hypercholesterolaemia
"
DB00806,Pentoxifylline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Vasodilator Agents,"
Intermittent claudication
"
DB00775,Tirofiban,DrugBank,https://www.drugbank.ca/covid-19,approved,Fibrinolytic Agents,"
Acute coronary syndrome
"
DB14002,D-alpha-Tocopherol acetate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical,vet_approved",Vitamins,
DB09014,Captodiame,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Diphenylmethane derivatives,
DB07812,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB01117,Atovaquone,DrugBank,https://www.drugbank.ca/covid-19,approved,Antifungal Agents,"
Fungal infection
"
DB14533,Zinc chloride,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,
DB00302,Tranexamic acid,DrugBank,https://www.drugbank.ca/covid-19,approved,Amino acids,
DB00163,Vitamin E,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical,vet_approved",Food,"
Cardiovascular disease
"
DB06403,Ambrisentan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensives for pulmonary arterial hypertension,"
Pulmonary arterial hypertension
"
DB00675,Tamoxifen,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Breast cancer
"
DB12668,Metenkefalin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Neuropeptides,
DB05386,Regramostim,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,
DB02010,Staurosporine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Indoles,
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB03461,Nicotinamide adenine dinucleotide phosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,
DB04932,Defibrotide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antithrombotic agents,"
Diabetic nephropathy
Hepatic veno-occlusive disease
"
DB00503,Ritonavir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anti-HIV Agents,"
Human immunodeficiency virus infection
"
DB04522,Dexfosfoserine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00071,Insulin pork,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,"Insulins and analogues for injection, intermediate-acting",
DB01708,Prasterone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,nutraceutical",Androgens and estrogens,"
Cardiovascular disease
Chronic obstructive pulmonary disease
"
DB00381,Amlodipine,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
"
DB07684,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00074,Basiliximab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunomodulatory Agents,"
Organ transplant rejection
"
DB02746,Phthalic Acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,"Acids, Carbocyclic",
DB00704,Naltrexone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Natural opium alkaloids,"
Alcohol dependence
Human immunodeficiency virus infection
"
DB01088,Iloprost,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Antihypertensive Agents,"
Pulmonary arterial hypertension
"
DB00436,Bendroflumethiazide,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
High blood pressure
"
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
